Company Name,Channel Type,Cover Type,Duration_bucket,Value
TAL Life Insurance Services Limited,Individual Non-Advised,CCI,0-2 weeks,64.0
TAL Life Insurance Services Limited,Individual Non-Advised,CCI,> 6 months to 12 months,0.8
TAL Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,24.0
TAL Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 months to 6 months,10.4
TAL Life Insurance Services Limited,Individual Non-Advised,CCI,> 12 months,0.8
TAL Life Insurance Services Limited,Individual Non-Advised,Death,0-2 weeks,67.3
TAL Life Insurance Services Limited,Individual Non-Advised,Death,> 6 months to 12 months,1.9
TAL Life Insurance Services Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,26.9
TAL Life Insurance Services Limited,Individual Non-Advised,Death,> 2 months to 6 months,3.8
TAL Life Insurance Services Limited,Individual Non-Advised,Death,> 12 months,0.0
TAL Life Insurance Services Limited,Individual Non-Advised,Funeral,0-2 weeks,94.6
TAL Life Insurance Services Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
TAL Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,5.1
TAL Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.1
TAL Life Insurance Services Limited,Individual Non-Advised,Funeral,> 12 months,0.1
TAL Life Insurance Services Limited,Individual Advised,Death,0-2 weeks,65.5
TAL Life Insurance Services Limited,Individual Advised,Death,> 6 months to 12 months,2.6
TAL Life Insurance Services Limited,Individual Advised,Death,> 2 weeks to 2 months,21.3
TAL Life Insurance Services Limited,Individual Advised,Death,> 2 months to 6 months,7.2
TAL Life Insurance Services Limited,Individual Advised,Death,> 12 months,3.4
TAL Life Insurance Services Limited,Individual Advised,DII,0-2 weeks,52.9
TAL Life Insurance Services Limited,Individual Advised,DII,> 6 months to 12 months,3.3
TAL Life Insurance Services Limited,Individual Advised,DII,> 2 weeks to 2 months,34.1
TAL Life Insurance Services Limited,Individual Advised,DII,> 2 months to 6 months,8.3
TAL Life Insurance Services Limited,Individual Advised,DII,> 12 months,1.5
TAL Life Insurance Services Limited,Individual Advised,TPD,0-2 weeks,14.0
TAL Life Insurance Services Limited,Individual Advised,TPD,> 6 months to 12 months,24.0
TAL Life Insurance Services Limited,Individual Advised,TPD,> 2 weeks to 2 months,12.4
TAL Life Insurance Services Limited,Individual Advised,TPD,> 2 months to 6 months,34.1
TAL Life Insurance Services Limited,Individual Advised,TPD,> 12 months,15.5
TAL Life Insurance Services Limited,Individual Advised,Trauma,0-2 weeks,52.4
TAL Life Insurance Services Limited,Individual Advised,Trauma,> 6 months to 12 months,5.2
TAL Life Insurance Services Limited,Individual Advised,Trauma,> 2 weeks to 2 months,31.0
TAL Life Insurance Services Limited,Individual Advised,Trauma,> 2 months to 6 months,9.8
TAL Life Insurance Services Limited,Individual Advised,Trauma,> 12 months,1.6
TAL Life Insurance Services Limited,Group Ordinary,Death,0-2 weeks,0.0
TAL Life Insurance Services Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,Death,> 2 weeks to 2 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,Death,> 2 months to 6 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,Death,> 12 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,DII,0-2 weeks,0.0
TAL Life Insurance Services Limited,Group Ordinary,DII,> 6 months to 12 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,DII,> 2 weeks to 2 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,DII,> 2 months to 6 months,0.0
TAL Life Insurance Services Limited,Group Ordinary,DII,> 12 months,0.0
TAL Life Limited,Individual Non-Advised,Accident,0-2 weeks,77.9
TAL Life Limited,Individual Non-Advised,Accident,> 6 months to 12 months,1.5
TAL Life Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,12.5
TAL Life Limited,Individual Non-Advised,Accident,> 2 months to 6 months,8.1
TAL Life Limited,Individual Non-Advised,Accident,> 12 months,0.0
TAL Life Limited,Individual Non-Advised,Death,0-2 weeks,52.7
TAL Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,6.5
TAL Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,22.2
TAL Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,11.5
TAL Life Limited,Individual Non-Advised,Death,> 12 months,7.1
TAL Life Limited,Individual Non-Advised,DII,0-2 weeks,25.7
TAL Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,8.1
TAL Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,45.3
TAL Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,18.2
TAL Life Limited,Individual Non-Advised,DII,> 12 months,2.8
TAL Life Limited,Individual Non-Advised,Funeral,0-2 weeks,89.3
TAL Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.2
TAL Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,9.2
TAL Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,1.2
TAL Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
TAL Life Limited,Individual Advised,Death,0-2 weeks,66.6
TAL Life Limited,Individual Advised,Death,> 6 months to 12 months,2.3
TAL Life Limited,Individual Advised,Death,> 2 weeks to 2 months,25.9
TAL Life Limited,Individual Advised,Death,> 2 months to 6 months,5.1
TAL Life Limited,Individual Advised,Death,> 12 months,0.2
TAL Life Limited,Individual Advised,DII,0-2 weeks,66.1
TAL Life Limited,Individual Advised,DII,> 6 months to 12 months,1.4
TAL Life Limited,Individual Advised,DII,> 2 weeks to 2 months,24.6
TAL Life Limited,Individual Advised,DII,> 2 months to 6 months,7.3
TAL Life Limited,Individual Advised,DII,> 12 months,0.6
TAL Life Limited,Individual Advised,TPD,0-2 weeks,9.3
TAL Life Limited,Individual Advised,TPD,> 6 months to 12 months,28.6
TAL Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,14.3
TAL Life Limited,Individual Advised,TPD,> 2 months to 6 months,35.5
TAL Life Limited,Individual Advised,TPD,> 12 months,12.4
TAL Life Limited,Individual Advised,Trauma,0-2 weeks,53.2
TAL Life Limited,Individual Advised,Trauma,> 6 months to 12 months,0.3
TAL Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,38.2
TAL Life Limited,Individual Advised,Trauma,> 2 months to 6 months,8.3
TAL Life Limited,Individual Advised,Trauma,> 12 months,0.0
TAL Life Limited,Group Super,Death,0-2 weeks,73.6
TAL Life Limited,Group Super,Death,> 6 months to 12 months,1.1
TAL Life Limited,Group Super,Death,> 2 weeks to 2 months,17.9
TAL Life Limited,Group Super,Death,> 2 months to 6 months,7.2
TAL Life Limited,Group Super,Death,> 12 months,0.2
TAL Life Limited,Group Super,DII,0-2 weeks,42.4
TAL Life Limited,Group Super,DII,> 6 months to 12 months,2.7
TAL Life Limited,Group Super,DII,> 2 weeks to 2 months,41.8
TAL Life Limited,Group Super,DII,> 2 months to 6 months,12.4
TAL Life Limited,Group Super,DII,> 12 months,0.7
TAL Life Limited,Group Super,TPD,0-2 weeks,16.0
TAL Life Limited,Group Super,TPD,> 6 months to 12 months,14.1
TAL Life Limited,Group Super,TPD,> 2 weeks to 2 months,23.1
TAL Life Limited,Group Super,TPD,> 2 months to 6 months,41.5
TAL Life Limited,Group Super,TPD,> 12 months,5.2
Zurich Australia Limited,Individual Non-Advised,CCI,0-2 weeks,62.2
Zurich Australia Limited,Individual Non-Advised,CCI,> 6 months to 12 months,2.7
Zurich Australia Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,27.0
Zurich Australia Limited,Individual Non-Advised,CCI,> 2 months to 6 months,7.2
Zurich Australia Limited,Individual Non-Advised,CCI,> 12 months,0.9
Zurich Australia Limited,Individual Non-Advised,Death,0-2 weeks,46.5
Zurich Australia Limited,Individual Non-Advised,Death,> 6 months to 12 months,5.2
Zurich Australia Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,27.1
Zurich Australia Limited,Individual Non-Advised,Death,> 2 months to 6 months,18.7
Zurich Australia Limited,Individual Non-Advised,Death,> 12 months,2.6
Zurich Australia Limited,Individual Non-Advised,DII,0-2 weeks,48.1
Zurich Australia Limited,Individual Non-Advised,DII,> 6 months to 12 months,1.9
Zurich Australia Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,37.0
Zurich Australia Limited,Individual Non-Advised,DII,> 2 months to 6 months,11.7
Zurich Australia Limited,Individual Non-Advised,DII,> 12 months,1.2
Zurich Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,63.3
Zurich Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,1.8
Zurich Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,24.1
Zurich Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,10.2
Zurich Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.6
Zurich Australia Limited,Individual Non-Advised,Trauma,0-2 weeks,46.7
Zurich Australia Limited,Individual Non-Advised,Trauma,> 6 months to 12 months,1.1
Zurich Australia Limited,Individual Non-Advised,Trauma,> 2 weeks to 2 months,37.0
Zurich Australia Limited,Individual Non-Advised,Trauma,> 2 months to 6 months,15.2
Zurich Australia Limited,Individual Non-Advised,Trauma,> 12 months,0.0
Zurich Australia Limited,Individual Advised,Death,0-2 weeks,39.3
Zurich Australia Limited,Individual Advised,Death,> 6 months to 12 months,3.1
Zurich Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,38.6
Zurich Australia Limited,Individual Advised,Death,> 2 months to 6 months,16.8
Zurich Australia Limited,Individual Advised,Death,> 12 months,2.2
Zurich Australia Limited,Individual Advised,DII,0-2 weeks,47.0
Zurich Australia Limited,Individual Advised,DII,> 6 months to 12 months,2.5
Zurich Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,36.1
Zurich Australia Limited,Individual Advised,DII,> 2 months to 6 months,13.5
Zurich Australia Limited,Individual Advised,DII,> 12 months,0.9
Zurich Australia Limited,Individual Advised,TPD,0-2 weeks,5.4
Zurich Australia Limited,Individual Advised,TPD,> 6 months to 12 months,24.3
Zurich Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,18.3
Zurich Australia Limited,Individual Advised,TPD,> 2 months to 6 months,35.1
Zurich Australia Limited,Individual Advised,TPD,> 12 months,16.9
Zurich Australia Limited,Individual Advised,Trauma,0-2 weeks,43.6
Zurich Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,3.1
Zurich Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,36.3
Zurich Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,16.5
Zurich Australia Limited,Individual Advised,Trauma,> 12 months,0.6
Zurich Australia Limited,Group Super,Death,0-2 weeks,72.0
Zurich Australia Limited,Group Super,Death,> 6 months to 12 months,1.4
Zurich Australia Limited,Group Super,Death,> 2 weeks to 2 months,21.0
Zurich Australia Limited,Group Super,Death,> 2 months to 6 months,5.0
Zurich Australia Limited,Group Super,Death,> 12 months,0.7
Zurich Australia Limited,Group Super,DII,0-2 weeks,48.8
Zurich Australia Limited,Group Super,DII,> 6 months to 12 months,3.9
Zurich Australia Limited,Group Super,DII,> 2 weeks to 2 months,36.0
Zurich Australia Limited,Group Super,DII,> 2 months to 6 months,10.2
Zurich Australia Limited,Group Super,DII,> 12 months,1.1
Zurich Australia Limited,Group Super,TPD,0-2 weeks,10.2
Zurich Australia Limited,Group Super,TPD,> 6 months to 12 months,20.1
Zurich Australia Limited,Group Super,TPD,> 2 weeks to 2 months,24.3
Zurich Australia Limited,Group Super,TPD,> 2 months to 6 months,38.8
Zurich Australia Limited,Group Super,TPD,> 12 months,6.6
Zurich Australia Limited,Group Ordinary,DII,0-2 weeks,48.1
Zurich Australia Limited,Group Ordinary,DII,> 6 months to 12 months,1.4
Zurich Australia Limited,Group Ordinary,DII,> 2 weeks to 2 months,43.7
Zurich Australia Limited,Group Ordinary,DII,> 2 months to 6 months,6.4
Zurich Australia Limited,Group Ordinary,DII,> 12 months,0.3
AIA Australia Limited,Individual Non-Advised,CCI,0-2 weeks,50.7
AIA Australia Limited,Individual Non-Advised,CCI,> 6 months to 12 months,2.4
AIA Australia Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,35.4
AIA Australia Limited,Individual Non-Advised,CCI,> 2 months to 6 months,10.9
AIA Australia Limited,Individual Non-Advised,CCI,> 12 months,0.5
AIA Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,98.1
AIA Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,1.3
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.6
AIA Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.0
AIA Australia Limited,Individual Advised,Death,0-2 weeks,57.0
AIA Australia Limited,Individual Advised,Death,> 6 months to 12 months,1.7
AIA Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,32.3
AIA Australia Limited,Individual Advised,Death,> 2 months to 6 months,7.8
AIA Australia Limited,Individual Advised,Death,> 12 months,1.1
AIA Australia Limited,Individual Advised,DII,0-2 weeks,36.3
AIA Australia Limited,Individual Advised,DII,> 6 months to 12 months,3.4
AIA Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,48.0
AIA Australia Limited,Individual Advised,DII,> 2 months to 6 months,10.1
AIA Australia Limited,Individual Advised,DII,> 12 months,2.1
AIA Australia Limited,Individual Advised,TPD,0-2 weeks,6.6
AIA Australia Limited,Individual Advised,TPD,> 6 months to 12 months,33.5
AIA Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,12.0
AIA Australia Limited,Individual Advised,TPD,> 2 months to 6 months,32.3
AIA Australia Limited,Individual Advised,TPD,> 12 months,15.6
AIA Australia Limited,Individual Advised,Trauma,0-2 weeks,39.3
AIA Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,1.1
AIA Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,44.8
AIA Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,13.5
AIA Australia Limited,Individual Advised,Trauma,> 12 months,1.3
AIA Australia Limited,Group Super,Death,0-2 weeks,64.7
AIA Australia Limited,Group Super,Death,> 6 months to 12 months,1.0
AIA Australia Limited,Group Super,Death,> 2 weeks to 2 months,25.6
AIA Australia Limited,Group Super,Death,> 2 months to 6 months,8.3
AIA Australia Limited,Group Super,Death,> 12 months,0.3
AIA Australia Limited,Group Super,DII,0-2 weeks,15.1
AIA Australia Limited,Group Super,DII,> 6 months to 12 months,9.4
AIA Australia Limited,Group Super,DII,> 2 weeks to 2 months,50.4
AIA Australia Limited,Group Super,DII,> 2 months to 6 months,21.6
AIA Australia Limited,Group Super,DII,> 12 months,3.6
AIA Australia Limited,Group Super,TPD,0-2 weeks,6.3
AIA Australia Limited,Group Super,TPD,> 6 months to 12 months,19.0
AIA Australia Limited,Group Super,TPD,> 2 weeks to 2 months,11.8
AIA Australia Limited,Group Super,TPD,> 2 months to 6 months,53.6
AIA Australia Limited,Group Super,TPD,> 12 months,9.3
AIA Australia Limited,Group Ordinary,Death,0-2 weeks,94.4
AIA Australia Limited,Group Ordinary,Death,> 6 months to 12 months,0.2
AIA Australia Limited,Group Ordinary,Death,> 2 weeks to 2 months,4.2
AIA Australia Limited,Group Ordinary,Death,> 2 months to 6 months,1.1
AIA Australia Limited,Group Ordinary,Death,> 12 months,0.2
AIA Australia Limited,Group Ordinary,DII,0-2 weeks,20.7
AIA Australia Limited,Group Ordinary,DII,> 6 months to 12 months,4.8
AIA Australia Limited,Group Ordinary,DII,> 2 weeks to 2 months,55.5
AIA Australia Limited,Group Ordinary,DII,> 2 months to 6 months,17.9
AIA Australia Limited,Group Ordinary,DII,> 12 months,1.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 12 months,0.0
ClearView Life Assurance Limited,Individual Non-Advised,Death,0-2 weeks,5.6
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 6 months to 12 months,8.3
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,47.2
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 2 months to 6 months,31.9
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 12 months,6.9
ClearView Life Assurance Limited,Individual Advised,DII,0-2 weeks,16.2
ClearView Life Assurance Limited,Individual Advised,DII,> 6 months to 12 months,6.3
ClearView Life Assurance Limited,Individual Advised,DII,> 2 weeks to 2 months,49.7
ClearView Life Assurance Limited,Individual Advised,DII,> 2 months to 6 months,24.5
ClearView Life Assurance Limited,Individual Advised,DII,> 12 months,3.3
ClearView Life Assurance Limited,Individual Advised,Trauma,0-2 weeks,22.6
ClearView Life Assurance Limited,Individual Advised,Trauma,> 6 months to 12 months,4.7
ClearView Life Assurance Limited,Individual Advised,Trauma,> 2 weeks to 2 months,51.9
ClearView Life Assurance Limited,Individual Advised,Trauma,> 2 months to 6 months,18.9
ClearView Life Assurance Limited,Individual Advised,Trauma,> 12 months,1.9
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,0-2 weeks,89.5
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 6 months to 12 months,0.2
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 2 weeks to 2 months,7.9
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 2 months to 6 months,2.2
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 12 months,0.3
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,0-2 weeks,84.1
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 6 months to 12 months,1.1
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 2 weeks to 2 months,11.6
